year,title,rating,imdb_id,imdb_url,titleType,genres,averageRating,numVotes
1895,"The Execution of Mary, Queen of Scots",0,tt0132134,https://www.imdb.com/title/tt0132134/,short,"History,Short",6.6,2843.0
1895,Blacksmith Scene,0,tt0000022,https://www.imdb.com/title/tt0000022/,short,"Documentary,Short",5.1,1250.0
1895,Italienischer Bauerntanz,0,tt0000017,https://www.imdb.com/title/tt0000017/,short,"Documentary,Short",4.6,407.0
1895,Tables Turned on the Gardener,0,tt0000014,https://www.imdb.com/title/tt0000014/,short,"Comedy,Short",7.1,6402.0
1896,Une nuit terrible,0,tt0000131,https://www.imdb.com/title/tt0000131/,short,"Comedy,Horror,Short",5.7,1736.0
1896,Alger: rue Bab-Azoun,0,tt1672718,https://www.imdb.com/title/tt1672718/,short,"Documentary,Short",5.0,297.0
1896,Lancement d'un navire,0,tt0222137,https://www.imdb.com/title/tt0222137/,short,"Documentary,Short",6.3,452.0
1896,La fee aux choux,0,tt0223341,https://www.imdb.com/title/tt0223341/,short,"Family,Fantasy,Short",5.4,1587.0
1896,The Arrival of a Train,0,tt0000012,https://www.imdb.com/title/tt0000012/,short,"Documentary,Short",7.4,13961.0
1896,The House of the Devil,0,tt0000091,https://www.imdb.com/title/tt0000091/,short,"Horror,Short",6.7,4564.0
1896,Lassage des boeufs pour le labour,0,tt1736599,https://www.imdb.com/title/tt1736599/,short,"Documentary,Short",4.4,130.0
1896,Sandow,0,tt1428455,https://www.imdb.com/title/tt1428455/,short,"Short,Sport",5.4,1172.0
1897,Bataille de neige,0,tt0000041,https://www.imdb.com/title/tt0000041/,short,"Comedy,Documentary,Short",6.7,2197.0
1898,Four Heads Are Better Than One,0,tt0135696,https://www.imdb.com/title/tt0135696/,short,"Comedy,Short",7.5,4501.0
1898,The Temptation of St. Anthony,0,tt0224240,https://www.imdb.com/title/tt0224240/,short,"Drama,Fantasy,Short",5.9,1129.0
1898,"The Astronomer's Dream; or, The Man in the Moon",0,tt0000211,https://www.imdb.com/title/tt0000211/,short,"Comedy,Fantasy,Horror",7.4,5340.0
1899,Cinderella,3,tt0000230,https://www.imdb.com/title/tt0000230/,short,"Drama,Family,Fantasy",6.5,2058.0
1899,A Turn of the Century Illusionist,0,tt0000246,https://www.imdb.com/title/tt0000246/,short,"Fantasy,Short",6.4,1188.0
1900,Sherlock Holmes Baffled,0,tt0291476,https://www.imdb.com/title/tt0291476/,short,"Comedy,Crime,Fantasy",5.2,882.0
1900,The Doctor and the Monkey,0,tt0227438,https://www.imdb.com/title/tt0227438/,short,"Comedy,Short",5.2,431.0
1900,"Searching Ruins on Broadway, Galveston, for Dead Bodies",0,tt0230746,https://www.imdb.com/title/tt0230746/,short,"Documentary,Short",4.9,228.0
1900,Grandma's Reading Glass,0,tt0000304,https://www.imdb.com/title/tt0000304/,short,"Family,Short",6.0,1588.0
1900,The Enchanted Drawing,0,tt0000300,https://www.imdb.com/title/tt0000300/,short,"Animation,Comedy,Fantasy",6.8,1581.0
1900,Let Me Dream Again,0,tt0000313,https://www.imdb.com/title/tt0000313/,short,"Comedy,Short",5.8,914.0
1900,Explosion of a Motor Car (a.k.a The Dlights of Automobiling),0,tt0257654,https://www.imdb.com/title/tt0257654/,short,"Comedy,Short",6.2,1112.0
1900,Grandma Threading Her Needle,0,tt0377995,https://www.imdb.com/title/tt0377995/,short,"Comedy,Short",4.5,41.0
1900,As Seen Through A Telescope (a.k.a The Professor and His Field Glass),0,tt0000272,https://www.imdb.com/title/tt0000272/,short,"Comedy,Short",5.6,998.0
1900,The One-Man Band,0,tt0135453,https://www.imdb.com/title/tt0135453/,short,"Comedy,Music,Short",7.0,2719.0
1900,Hamlet ( Le Duel d'Hamlet),0,tt0000306,https://www.imdb.com/title/tt0000306/,short,"Drama,Short",5.3,292.0
1901,L'homme a la tete en caoutchouc,0,tt0000359,https://www.imdb.com/title/tt0000359/,short,"Comedy,Fantasy,Short",7.1,3525.0
1901,Reve et realite,0,tt0258104,https://www.imdb.com/title/tt0258104/,short,"Comedy,Short",5.1,545.0
1901,Bluebeard,0,tt0131934,https://www.imdb.com/title/tt0131934/,short,"Horror,Short",6.8,2083.0
1902,Gulliver's Travels,0,tt0229024,https://www.imdb.com/title/tt0229024/,short,"Fantasy,Short",6.6,1080.0
1902,Le voyage dans la lune,0,tt0000417,https://www.imdb.com/title/tt0000417/,short,"Adventure,Comedy,Fantasy",8.1,60618.0
1902,"The Twentieth Century Tramp; or, Happy Hooligan and His Airship",0,tt0367177,https://www.imdb.com/title/tt0367177/,short,"Comedy,Fantasy,Short",4.6,146.0
1902,Mephistopheles' School of Magic,0,tt0000413,https://www.imdb.com/title/tt0000413/,short,"Comedy,Fantasy,Horror",5.5,571.0
1903,The Great Train Robbery,0,tt0000439,https://www.imdb.com/title/tt0000439/,short,"Action,Adventure,Crime",7.2,22727.0
1903,The Music Lover,0,tt0000455,https://www.imdb.com/title/tt0000455/,short,"Comedy,Music,Short",6.7,2060.0
1903,The Infernal Boiling Pot,0,tt0135180,https://www.imdb.com/title/tt0135180/,short,"Horror,Short",6.6,2740.0
1903,The Enchanted Well,0,tt0189498,https://www.imdb.com/title/tt0189498/,short,"Drama,Fantasy,Short",5.9,541.0
1903,The Monster,0,tt0223755,https://www.imdb.com/title/tt0223755/,short,"Fantasy,Horror,Short",6.3,1455.0
1904,The Living Playing Cards,0,tt0135179,https://www.imdb.com/title/tt0135179/,short,"Comedy,Fantasy,Short",6.5,1687.0
1904,The Cook in Trouble,0,tt0215664,https://www.imdb.com/title/tt0215664/,short,"Comedy,Fantasy,Short",6.0,951.0
1904,The Untamable Whiskers,0,tt0135631,https://www.imdb.com/title/tt0135631/,short,"Fantasy,Short",6.2,1262.0
1904,Le voyage a travers l'impossible,0,tt0000499,https://www.imdb.com/title/tt0000499/,short,"Action,Adventure,Family",7.4,4412.0
1905,Dingjunshan,0,tt0284043,https://www.imdb.com/title/tt0284043/,movie,Drama,6.2,61.0
1905,The Black Imp,0,tt0215575,https://www.imdb.com/title/tt0215575/,short,"Comedy,Fantasy,Horror",6.9,2469.0
1905,The Scheming Gambler's Paradise,0,tt0135690,https://www.imdb.com/title/tt0135690/,short,"Comedy,Short",6.0,924.0
1906,A Funny Shave,0,tt0449172,https://www.imdb.com/title/tt0449172/,short,"Comedy,Short",5.7,668.0
1906,The Hilarious Posters,0,tt0135122,https://www.imdb.com/title/tt0135122/,short,"Comedy,Fantasy,Short",6.2,1398.0
1906,The Story of the Kelly Gang,1,tt0000574,https://www.imdb.com/title/tt0000574/,movie,"Action,Adventure,Biography",6.0,1065.0
1906,The Mysterious Retort,0,tt0216016,https://www.imdb.com/title/tt0216016/,short,"Fantasy,Mystery,Short",5.8,767.0
1906,The 400 Tricks of the Devil,0,tt0000567,https://www.imdb.com/title/tt0000567/,short,"Fantasy,Horror,Short",6.8,1565.0
1906,The Consequence of Feminism,0,tt1260944,https://www.imdb.com/title/tt1260944/,short,"Comedy,Short",6.6,1253.0
1906,Humorous Phases of Funny Faces,0,tt0000554,https://www.imdb.com/title/tt0000554/,short,"Animation,Comedy,Family",6.2,1653.0
1907,Good Glue Sticks,0,tt0215817,https://www.imdb.com/title/tt0215817/,short,"Comedy,Short",5.4,684.0
1907,The Eclipse: Courtship of the Sun and Moon,0,tt0215737,https://www.imdb.com/title/tt0215737/,short,"Comedy,Fantasy,Romance",6.4,1585.0
1908,Unusual Cooking,0,tt1802750,https://www.imdb.com/title/tt1802750/,short,"Animation,Short",5.4,60.0
1909,"Princess Nicotine; or, The Smoke Fairy",2,tt0001009,https://www.imdb.com/title/tt0001009/,short,"Comedy,Fantasy,Short",6.4,1124.0
1909,Le barometre de la fidelite,1,tt0277596,https://www.imdb.com/title/tt0277596/,short,"Comedy,Short",6.1,76.0
1909,The Devilish Tenant,0,tt0127948,https://www.imdb.com/title/tt0127948/,short,"Comedy,Short",7.2,2139.0
1910,Tilly the Tomboy Visits the Poor,3,tt0232821,https://www.imdb.com/title/tt0232821/,short,"Comedy,Short",5.8,84.0
1910,Mobilier fidele,0,tt0486978,https://www.imdb.com/title/tt0486978/,short,"Animation,Comedy,Short",6.6,437.0
1910,A Trip to Mars,0,tt1515725,https://www.imdb.com/title/tt1515725/,short,"Adventure,Fantasy,Sci-Fi",6.0,560.0
1912,The Invaders,0,tt0002281,https://www.imdb.com/title/tt0002281/,short,"Drama,Short,Western",6.2,470.0
1912,Cleopatra,2,tt0002101,https://www.imdb.com/title/tt0002101/,movie,"Drama,History",5.1,669.0
1912,Max and the Donkey,0,tt0277865,https://www.imdb.com/title/tt0277865/,short,"Comedy,Short",5.7,70.0
1913,The Voyage of the Bourrichon Family,0,tt0003512,https://www.imdb.com/title/tt0003512/,short,"Comedy,Short",5.0,213.0
1913,Suspense,0,tt0003424,https://www.imdb.com/title/tt0003424/,short,"Drama,Horror,Short",7.4,2639.0
1914,A Florida Enchantment,2,tt0003973,https://www.imdb.com/title/tt0003973/,movie,Comedy,5.8,341.0
1915,Alice in Wonderland,3,tt0004873,https://www.imdb.com/title/tt0004873/,movie,"Adventure,Family,Fantasy",6.1,971.0
1915,The Birth of a Nation,2,tt0004972,https://www.imdb.com/title/tt0004972/,movie,"Drama,War",6.1,28226.0
1915,Hypocrites,0,tt0004134,https://www.imdb.com/title/tt0004134/,movie,"Drama,Fantasy",6.4,834.0
1916,Intolerance: Love's Struggle Throughout the Ages,0,tt0006864,https://www.imdb.com/title/tt0006864/,movie,"Drama,History",7.6,17912.0
1916,Lady Windermere's Fan,3,tt0279914,https://www.imdb.com/title/tt0279914/,movie,"Comedy,Drama",5.2,75.0
1916,Gretchen the Greenhorn,3,tt0006745,https://www.imdb.com/title/tt0006745/,movie,"Crime,Drama,Romance",6.4,557.0
1916,The Vagabond,0,tt0007507,https://www.imdb.com/title/tt0007507/,short,"Comedy,Drama,Romance",6.8,3435.0
1916,Snow White,3,tt0007361,https://www.imdb.com/title/tt0007361/,movie,"Fantasy,Romance",6.2,511.0
1917,A Romance of the Redwoods,0,tt0008519,https://www.imdb.com/title/tt0008519/,movie,"Adventure,Comedy,Drama",6.2,918.0
1917,A Tale of Two Cities,3,tt0008652,https://www.imdb.com/title/tt0008652/,movie,"Drama,History,Romance",6.1,179.0
1917,The Poor Little Rich Girl,3,tt0008443,https://www.imdb.com/title/tt0008443/,movie,"Comedy,Drama,Family",6.7,1670.0
1917,Rebecca of Sunnybrook Farm,3,tt0008499,https://www.imdb.com/title/tt0008499/,movie,"Comedy,Drama",6.3,929.0
1917,"Raffles, the Amateur Cracksman",2,tt0008489,https://www.imdb.com/title/tt0008489/,movie,"Adventure,Crime,Romance",6.4,210.0
1918,Stella Maris,3,tt0009652,https://www.imdb.com/title/tt0009652/,movie,Drama,6.9,1694.0
1918,Ich mochte kein Mann sein,3,tt0010281,https://www.imdb.com/title/tt0010281/,movie,"Comedy,Romance",6.8,1819.0
1918,Tarzan of the Apes,3,tt0009682,https://www.imdb.com/title/tt0009682/,movie,"Action,Adventure",5.8,1014.0
1918,Are Crooks Dishonest?,0,tt0008844,https://www.imdb.com/title/tt0008844/,short,"Comedy,Short",6.2,405.0
1919,Broken Blossoms or The Yellow Man and the Girl,0,tt0009968,https://www.imdb.com/title/tt0009968/,movie,"Drama,Romance",7.2,11761.0
1919,When the Clouds Roll by,3,tt0010879,https://www.imdb.com/title/tt0010879/,movie,"Action,Comedy,Romance",6.8,1053.0
1920,Pollyanna,3,tt0011588,https://www.imdb.com/title/tt0011588/,movie,"Comedy,Drama,Family",6.4,562.0
1920,Within Our Gates,3,tt0011870,https://www.imdb.com/title/tt0011870/,movie,"Drama,Romance",6.4,4047.0
1920,The Cabinet of Dr. Caligari,0,tt0010323,https://www.imdb.com/title/tt0010323/,movie,"Horror,Mystery,Thriller",8.0,76009.0
1921,The Kid,0,tt0012349,https://www.imdb.com/title/tt0012349/,movie,"Comedy,Drama,Family",8.2,145269.0
1921,Körkarlen (The Phantom Carriage),2,tt0012364,https://www.imdb.com/title/tt0012364/,movie,"Drama,Fantasy,Horror",8.0,15676.0
1921,The Blot,3,tt0011979,https://www.imdb.com/title/tt0011979/,movie,"Drama,Romance",6.7,759.0
1921,Orphans of the Storm,3,tt0012532,https://www.imdb.com/title/tt0012532/,movie,"Drama,History,Romance",7.3,5750.0
1922,Nathan der Weise,2,tt0013428,https://www.imdb.com/title/tt0013428/,movie,"Drama,History",6.9,165.0
1922,Foolish Wives,3,tt0013140,https://www.imdb.com/title/tt0013140/,movie,"Drama,Thriller",7.0,4345.0
1922,The Paleface,0,tt0012543,https://www.imdb.com/title/tt0012543/,short,"Comedy,Short,Western",6.8,3493.0
1922,Nanook of the North,1,tt0013427,https://www.imdb.com/title/tt0013427/,movie,Documentary,7.6,14375.0
1922,Häxan: Witchcraft Through the Ages,3,tt0013257,https://www.imdb.com/title/tt0013257/,movie,"Documentary,Fantasy,Horror",7.6,19067.0
1922,The Man from Beyond,1,tt0013367,https://www.imdb.com/title/tt0013367/,movie,"Drama,Mystery,Romance",5.3,373.0
1922,"Nosferatu, eine Symphonie des Grauens",2,tt0013442,https://www.imdb.com/title/tt0013442/,movie,"Fantasy,Horror",7.8,123029.0
1922,The Phantom,2,tt0013496,https://www.imdb.com/title/tt0013496/,movie,"Drama,Romance",6.7,2092.0
1922,"Dr. Mabuse, der Spieler - Ein Bild der Zeit",3,tt0013086,https://www.imdb.com/title/tt0013086/,movie,"Crime,Mystery,Thriller",7.8,9913.0
1923,Safety Last!,0,tt0014429,https://www.imdb.com/title/tt0014429/,movie,"Action,Comedy,Romance",8.1,24772.0
1923,Our Hospitality,0,tt0014341,https://www.imdb.com/title/tt0014341/,movie,"Comedy,Romance,Thriller",7.7,13498.0
1923,A Woman of Paris,2,tt0014624,https://www.imdb.com/title/tt0014624/,movie,"Drama,Romance",6.9,6921.0
1923,La souriante Madame Beudet,3,tt0013626,https://www.imdb.com/title/tt0013626/,short,"Drama,Short",6.6,3232.0
1923,The Silent Command,2,tt0014469,https://www.imdb.com/title/tt0014469/,movie,Drama,5.8,117.0
1923,Why Worry?,0,tt0014611,https://www.imdb.com/title/tt0014611/,movie,"Adventure,Comedy,Family",7.3,2255.0
1924,The Great White Silence,0,tt1764657,https://www.imdb.com/title/tt1764657/,movie,Documentary,7.9,2031.0
1924,The Navigator,0,tt0015163,https://www.imdb.com/title/tt0015163/,movie,"Action,Adventure,Comedy",7.5,12015.0
1924,The Thief of Bagdad,0,tt0015400,https://www.imdb.com/title/tt0015400/,movie,"Adventure,Family,Fantasy",7.7,7653.0
1924,Girl Shy,0,tt0014945,https://www.imdb.com/title/tt0014945/,movie,"Comedy,Romance",7.7,3929.0
1924,Manhandled,3,tt0015116,https://www.imdb.com/title/tt0015116/,movie,"Comedy,Drama",6.7,1211.0
1924,Die Nibelungen,2,tt0015175,https://www.imdb.com/title/tt0015175/,movie,"Adventure,Drama,Fantasy",8.1,7241.0
1924,Kriemhild's Revenge,2,tt0015174,https://www.imdb.com/title/tt0015174/,movie,"Adventure,Drama,Fantasy",7.9,5536.0
1924,Sherlock Jr.,0,tt0015324,https://www.imdb.com/title/tt0015324/,movie,"Action,Comedy,Romance",8.1,65416.0
1924,Wild Oranges,0,tt0015498,https://www.imdb.com/title/tt0015498/,movie,"Drama,Romance",6.7,584.0
1924,Greed,3,tt0015881,https://www.imdb.com/title/tt0015881/,movie,"Drama,Thriller,Western",8.0,11555.0
1924,Help!,0,tt0013845,https://www.imdb.com/title/tt0013845/,short,"Comedy,Horror,Mystery",6.8,558.0
1925,The Freshman,0,tt0015841,https://www.imdb.com/title/tt0015841/,movie,"Comedy,Family,Romance",7.5,6579.0
1925,The Gold Rush,0,tt0015864,https://www.imdb.com/title/tt0015864/,movie,"Adventure,Comedy,Drama",8.1,127839.0
1925,Go West,0,tt0015863,https://www.imdb.com/title/tt0015863/,movie,"Comedy,Western",7.1,5561.0
